NR,0+98+100+101+102
NR437651,0
NR437652,0
NR437653,0
NR437654,0
NR437655,0
NR437656,0
NR437657,0
NR437658,0
NR437659,0
NR438650,0
NR438651,0
NR438652,0
NR438653,0
NR438654,0
NR438655,0
NR438656,0
NR438657,0
NR438658,0
NR438659,0
NR439650,0
NR439651,0
NR439652,0
NR439653,0
NR439654,0
NR439655,0
NR439656,0
NR439657,0
NR439658,0
NR439659,0
NR46I,0+102
NR4266,0+102
NR420660,102
NR420661,102
NR420662,102
NR420663,102
NR420664,102
NR420665,102
NR420666,102
NR420667,102
NR420668,102
NR420669,102
NR421660,102
NR421661,102
NR421662,102
NR421663,102
NR421664,102
NR421665,102
NR421666,102
NR421667,102
NR421668,102
NR421669,102
NR422660,102
NR422661,102
NR422662,102
NR422663,102
NR422664,102
NR422665,102
NR422666,102
NR422667,102
NR422668,102
NR422669,102
NR423660,102
NR423661,102
NR423662,102
NR423663,102
NR423664,102
NR423665,102
NR423666,102
NR423667,102
NR423668,102
NR423669,102
NR424660,102
NR424661,102
NR424662,102
NR424663,102
NR424664,102
NR424665,102
NR424666,102
NR424667,102
NR424668,102
NR424669,102
NR425660,102
NR425661,102
NR425662,102
NR425663,102
NR425664,102
NR425665,102
NR425666,102
NR425667,102
NR425668,102
NR425669,102
NR426660,102
NR426661,102
NR426662,102
NR426663,102
NR426664,102
NR426665,102
NR426666,102
NR426667,102
NR426668,102
NR426669,102
NR427660,102
NR427661,102
NR427662,102
NR427663,102
NR427664,102
NR427665,102
NR427666,102
NR427667,102
NR427668,102
NR427669,102
NR428660,102
NR428661,102
NR428662,102
NR428663,102
NR428664,102
NR428665,102
NR428666,102
NR428667,102
NR428668,102
NR428669,102
NR429660,0+102
NR429661,0+102
NR429662,0+102
NR429663,0+102
NR429664,102
NR429665,102
NR429666,102
NR429667,102
NR429668,102
NR429669,102
NR4267,102
NR4366,0+102
NR430660,0
NR430661,0
NR430662,0
NR430663,0+102
NR430664,0+102
NR430665,0+102
NR430666,0+102
NR430667,0+102
NR430668,0+102
NR430669,0+102
NR431660,0
NR431661,0
NR431662,0
NR431663,0
NR431664,0
NR431665,0+102
NR431666,0+102
NR431667,0+102
NR431668,0
NR431669,0+102
NR432660,0
NR432661,0
NR432662,0
NR432663,0
NR432664,0
NR432665,0
NR432666,0
NR432667,0
NR432668,0
NR432669,0
NR433660,0
NR433661,0
NR433662,0
NR433663,0
NR433664,0
NR433665,0
NR433666,0
NR433667,0
NR433668,0
NR433669,0
NR434660,0
NR434661,0
NR434662,0
NR434663,0
NR434664,0
NR434665,0
NR434666,0
NR434667,0
NR434668,0
NR434669,0
NR435660,0
NR435661,0
NR435662,0
NR435663,0
NR435664,0
NR435665,0
NR435666,0
NR435667,0
NR435668,0
NR435669,0
NR436660,0
NR436661,0
NR436662,0
NR436663,0
NR436664,0
NR436665,0
NR436666,0
NR436667,0
NR436668,0
NR436669,0
NR437660,0
NR437661,0
NR437662,0
NR437663,0
NR437664,0
NR437665,0
NR437666,0
NR437667,0
NR437668,0
NR437669,0
NR438660,0
NR438661,0
NR438662,0
NR438663,0
NR438664,0
NR438665,0
NR438666,0
NR438667,0
NR438668,0
NR438669,0
NR439660,0
NR439661,0
NR439662,0
NR439663,0
NR439664,0
NR439665,0
NR439666,0
NR439667,0
NR439668,0
NR439669,0
NR4367,0+102
NR430670,102
NR430671,102
NR430672,102
NR430673,0+102
NR430674,0+102
NR430675,0+102
NR430676,0+102
NR430677,0+102
NR430678,0+102
NR430679,0+102
NR431670,0+102
NR431671,0+102
NR431672,0+102
NR431673,0+102
NR431674,0+102
NR431675,0
NR431676,0
NR431677,0
NR431678,0+102
NR431679,0+102
NR432670,0
NR432671,0
NR432672,0
NR432673,0
NR432674,0
NR432675,0
NR432676,0
NR432677,0
NR432678,0
NR432679,0
NR433670,0
NR433671,0
NR433672,0
NR433673,0
NR433674,0
NR433675,0
NR433676,0
NR433677,0
NR433678,0
NR433679,0
NR434670,0
NR434671,0
NR434672,0
NR434673,0
NR434674,0
NR434675,0
NR434676,0
NR434677,0
NR434678,0
NR434679,0
NR435670,0
NR435671,0
NR435672,0
NR435673,0
NR435674,0
NR435675,0
NR435676,0
NR435677,0
NR435678,0
NR435679,0
NR436670,0
NR436671,0
NR436672,0
NR436673,0
NR436674,0
NR436675,0
NR436676,0
NR436677,0
NR436678,0
NR436679,0
NR437670,0
NR437671,0
NR437672,0
NR437673,0
NR437674,0
NR437675,0
NR437676,0
NR437677,0
NR437678,0
NR437679,0
NR438670,0
NR438671,0
NR438672,0
NR438673,0
NR438674,0
NR438675,0
NR438676,0
NR438677,0
NR438678,0
NR438679,0
NR439670,0
NR439671,0
NR439672,0
NR439673,0
NR439674,0
NR439675,0
NR439676,0
NR439677,0
NR439678,0
NR439679,0
NR46J,0+102
NR4268,102
NR4269,0+102
NR420690,102
NR420691,102
NR420692,102
NR420693,102
NR420694,102
NR420695,102
NR420696,102
NR420697,102
NR420698,102
NR420699,102
NR421690,102
NR421691,102
NR421692,102
NR421693,102
NR421694,102
NR421695,102
NR421696,102
NR421697,102
NR421698,102
NR421699,102
NR422690,102
NR422691,102
NR422692,102
NR422693,102
NR422694,102
NR422695,102
NR422696,102
NR422697,102
NR422698,102
NR422699,102
NR423690,102
NR423691,102
NR423692,102
NR423693,102
NR423694,102
NR423695,102
NR423696,102
NR423697,102
NR423698,102
NR423699,102
NR424690,102
NR424691,102
NR424692,102
NR424693,102
NR424694,102
NR424695,102
NR424696,102
NR424697,102
NR424698,102
NR424699,102
NR425690,102
NR425691,102
NR425692,102
NR425693,102
NR425694,102
NR425695,102
NR425696,102
NR425697,102
NR425698,102
NR425699,102
NR426690,102
NR426691,102
NR426692,102
NR426693,102
NR426694,102
NR426695,102
NR426696,102
NR426697,102
NR426698,102
NR426699,102
NR427690,102
NR427691,102
NR427692,102
NR427693,102
NR427694,102
NR427695,102
NR427696,102
NR427697,102
NR427698,102
NR427699,102
NR428690,102
NR428691,102
NR428692,102
NR428693,102
NR428694,102
NR428695,102
NR428696,102
NR428697,102
NR428698,102
NR428699,102
NR429690,102
NR429691,102
NR429692,102
NR429693,102
NR429694,102
NR429695,102
NR429696,102
NR429697,102
NR429698,102
NR429699,0+102
NR4368,0+102
NR430680,102
NR430681,102
NR430682,102
NR430683,102
NR430684,102
NR430685,102
NR430686,102
NR430687,102
NR430688,102
NR430689,102
NR431680,0+102
NR431681,102
NR431682,102
NR431683,102
NR431684,102
NR431685,102
NR431686,102
NR431687,102
NR431688,102
NR431689,102
NR432680,0+102
NR432681,0+102
NR432682,0+102
NR432683,0+102
NR432684,0+102
NR432685,0+102
NR432686,0+102
NR432687,0+102
NR432688,0+102
NR432689,0+102
NR433680,0
NR433681,0
NR433682,0+102
NR433683,0+102
NR433684,0+102
NR433685,0+102
NR433686,0
NR433687,0
NR433688,0
NR433689,0
NR434680,0
NR434681,0
NR434682,0
NR434683,0
NR434684,0
NR434685,0
NR434686,0
NR434687,0
NR434688,0
NR434689,0
NR435680,0
NR435681,0
NR435682,0
NR435683,0
NR435684,0
NR435685,0
NR435686,0
NR435687,0
NR435688,0
NR435689,0
NR436680,0
NR436681,0
NR436682,0
NR436683,0
NR436684,0
NR436685,0
NR436686,0
NR436687,0
NR436688,0
NR436689,0
NR437680,0
NR437681,0
NR437682,0
NR437683,0
NR437684,0
NR437685,0
NR437686,0
NR437687,0
NR437688,0
NR437689,0
NR438680,0
NR438681,0
NR438682,0
NR438683,0
NR438684,0
NR438685,0
NR438686,0
NR438687,0
NR438688,0
NR438689,0
NR439680,0
NR439681,0
NR439682,0
NR439683,0
NR439684,0
NR439685,0
NR439686,0
NR439687,0
NR439688,0
NR439689,0
NR4369,0+102
NR430690,102
NR430691,102
NR430692,102
NR430693,102
NR430694,0+102
NR430695,0+102
NR430696,102
NR430697,102
NR430698,0+102
NR430699,0+102
NR431690,102
NR431691,0+102
NR431692,0+102
NR431693,0+102
NR431694,0+102
NR431695,0+102
NR431696,0+102
NR431697,0+102
NR431698,0+102
NR431699,0+102
NR432690,0+102
NR432691,0+102
NR432692,0+102
NR432693,0
NR432694,0
NR432695,0
NR432696,0
NR432697,0
NR432698,0
NR432699,0
NR433690,0
NR433691,0
NR433692,0
NR433693,0
NR433694,0
NR433695,0
NR433696,0
NR433697,0
NR433698,0
NR433699,0
NR434690,0
NR434691,0
NR434692,0
NR434693,0
NR434694,0
NR434695,0
NR434696,0
NR434697,0
NR434698,0
NR434699,0
NR435690,0
NR435691,0
NR435692,0
NR435693,0
NR435694,0
NR435695,0
NR435696,0
NR435697,0
NR435698,0
NR435699,0
NR436690,0
NR436691,0
NR436692,0
NR436693,0
NR436694,0
NR436695,0
NR436696,0
NR436697,0
NR436698,0
NR436699,0
NR437690,0
NR437691,0
NR437692,0
NR437693,0
NR437694,0
NR437695,0
NR437696,0
NR437697,0
NR437698,0
NR437699,0
NR438690,0
NR438691,0
NR438692,0
NR438693,0
NR438694,0
NR438695,0
NR438696,0
NR438697,0
NR438698,0
NR438699,0
NR439690,0+102
NR439691,0+102
NR439692,0
NR439693,0
NR439694,0
NR439695,0
NR439696,0
NR439697,0
NR439698,0
NR439699,0
NR46K,0+102
NR4460,102
NR4461,0+102
NR440610,102
NR440611,102
NR440612,102
NR440613,102
NR440614,102
NR440615,102
NR440616,102
NR440617,102
NR440618,0+102
NR440619,0+102
NR441610,102
NR441611,102
NR441612,102
NR441613,102
NR441614,102
NR441615,102
NR441616,102
NR441617,0+102
NR441618,0+102
NR441619,0
NR442610,102
NR442611,102
NR442612,102
NR442613,102
NR442614,102
NR442615,102
NR442616,0+102
NR442617,0+102
NR442618,0
NR442619,0
NR443610,102
NR443611,102
NR443612,102
NR443613,102
NR443614,102
NR443615,102
NR443616,0+102
NR443617,0
NR443618,0
NR443619,0
NR444610,102
NR444611,102
NR444612,102
NR444613,102
NR444614,102
NR444615,0+102
NR444616,0+102
NR444617,0
NR444618,0
NR444619,0
NR445610,102
NR445611,102
NR445612,102
NR445613,102
NR445614,102
NR445615,0+102
NR445616,0
NR445617,0
NR445618,0
NR445619,0
NR446610,102
NR446611,102
NR446612,102
NR446613,102
NR446614,0+102
NR446615,0+102
NR446616,0
NR446617,0
NR446618,0
NR446619,0
NR447610,102
NR447611,102
NR447612,102
NR447613,0+102
NR447614,0+102
NR447615,0
NR447616,0
NR447617,0
NR447618,0
NR447619,0
NR448610,102
NR448611,102
NR448612,0+102
NR448613,0+102
NR448614,0
NR448615,0
NR448616,0
NR448617,0
NR448618,0
NR448619,0
NR449610,102
NR449611,0+102
NR449612,0+102
NR449613,0
NR449614,0
NR449615,0
NR449616,0
NR449617,0
NR449618,0
NR449619,0
NR4560,0+102
NR450600,102
NR450601,102
NR450602,102
NR450603,102
NR450604,102
NR450605,102
NR450606,102
NR450607,102
NR450608,102
NR450609,102
NR451600,102
NR451601,102
NR451602,102
NR451603,102
NR451604,102
NR451605,102
NR451606,102
NR451607,102
NR451608,102
NR451609,102
NR452600,102
NR452601,102
NR452602,102
NR452603,102
NR452604,102
NR452605,102
NR452606,102
NR452607,102
NR452608,102
NR452609,102
NR453600,102
NR453601,102
NR453602,102
NR453603,102
NR453604,102
NR453605,102
NR453606,102
NR453607,102
NR453608,0+102
NR453609,0+102
NR454600,102
NR454601,102
NR454602,102
NR454603,102
NR454604,102
NR454605,102
NR454606,0+102
NR454607,0+102
NR454608,0+102
NR454609,0
NR455600,102
NR455601,102
NR455602,102
NR455603,102
NR455604,102
NR455605,0+102
NR455606,0+102
NR455607,0
NR455608,0
NR455609,0
NR456600,102
NR456601,102
NR456602,102
NR456603,102
NR456604,0+102
NR456605,0+102
NR456606,0
NR456607,0
NR456608,0
NR456609,0
NR457600,102
NR457601,102
NR457602,102
NR457603,0+102
NR457604,0+102
NR457605,0
NR457606,0
NR457607,0
NR457608,0
NR457609,0
NR458600,0+102
NR458601,0+102
NR458602,0+102
NR458603,0+102
NR458604,0
NR458605,0
NR458606,0
NR458607,0
NR458608,0
NR458609,0
NR459600,0+102
NR459601,0
NR459602,0
NR459603,0
NR459604,0
NR459605,0
NR459606,0
NR459607,0
NR459608,0
NR459609,0
NR4561,0+102
NR450610,102
NR450611,0+102
NR450612,0
NR450613,0
NR450614,0
NR450615,0
NR450616,0
NR450617,0
NR450618,0
NR450619,0
NR451610,0+102
NR451611,0+102
NR451612,0
NR451613,0
NR451614,0
NR451615,0
NR451616,0
NR451617,0
NR451618,0
NR451619,0
NR452610,0+102
NR452611,0
NR452612,0
NR452613,0
NR452614,0
NR452615,0
NR452616,0
NR452617,0
NR452618,0
NR452619,0
NR453610,0+102
NR453611,0
NR453612,0
NR453613,0
NR453614,0
NR453615,0
NR453616,0
NR453617,0
NR453618,0
NR453619,0
NR454610,0
NR454611,0
NR454612,0
NR454613,0
NR454614,0
NR454615,0
NR454616,0
NR454617,0
NR454618,0
NR454619,0
NR455610,0
NR455611,0
NR455612,0
NR455613,0
NR455614,0
NR455615,0
NR455616,0
NR455617,0
NR455618,0
NR455619,0
NR456610,0
NR456611,0
NR456612,0
NR456613,0
NR456614,0
NR456615,0
NR456616,0
NR456617,0
NR456618,0
NR456619,0
NR457610,0
NR457611,0
NR457612,0
NR457613,0
NR457614,0
NR457615,0
NR457616,0
NR457617,0
NR457618,0
NR457619,0
NR458610,0
NR458611,0
NR458612,0
NR458613,0
NR458614,0
NR458615,0
NR458616,0
NR458617,0
NR458618,0
NR458619,0
NR459610,0
NR459611,0
NR459612,0
NR459613,0
NR459614,0
NR459615,0
NR459616,0
NR459617,0
NR459618,0
NR459619,0
NR46L,0+102
NR4462,0+102
NR440620,0+102
NR440621,0+102
NR440622,0+102
NR440623,0+102
NR440624,0+102
NR440625,0
NR440626,0
NR440627,0
NR440628,0
NR440629,0
NR441620,0
NR441621,0
NR441622,0
NR441623,0
NR441624,0
NR441625,0
NR441626,0
NR441627,0
NR441628,0
NR441629,0
NR442620,0
NR442621,0
NR442622,0
NR442623,0
NR442624,0
NR442625,0
NR442626,0
NR442627,0
NR442628,0
NR442629,0
NR443620,0
NR443621,0
NR443622,0
NR443623,0
NR443624,0
NR443625,0
NR443626,0
NR443627,0
NR443628,0
NR443629,0
NR444620,0
NR444621,0
NR444622,0
NR444623,0
NR444624,0
NR444625,0
NR444626,0
NR444627,0
NR444628,0
NR444629,0
NR445620,0
NR445621,0
NR445622,0
NR445623,0
NR445624,0
NR445625,0
NR445626,0
NR445627,0
NR445628,0
NR445629,0
NR446620,0
NR446621,0
NR446622,0
NR446623,0
NR446624,0
NR446625,0
NR446626,0
NR446627,0
NR446628,0
NR446629,0
NR447620,0
NR447621,0
NR447622,0
NR447623,0
NR447624,0
NR447625,0
NR447626,0
NR447627,0
NR447628,0
NR447629,0
NR448620,0
NR448621,0
NR448622,0
NR448623,0
NR448624,0
NR448625,0
NR448626,0
NR448627,0
NR448628,0
NR448629,0
NR449620,0
NR449621,0
NR449622,0
NR449623,0
NR449624,0
NR449625,0
NR449626,0
NR449627,0
NR449628,0
NR449629,0
NR4463,0
NR4562,0
NR4563,0
NR46M,0+102
NR4464,0+102
NR440640,0
NR440641,0
NR440642,0
NR440643,0
NR440644,0
NR440645,0
NR440646,0
NR440647,0
NR440648,0
NR440649,0
NR441640,0
NR441641,0
NR441642,0
NR441643,0
NR441644,0
NR441645,0
NR441646,0
NR441647,0
NR441648,0
NR441649,0
NR442640,0
NR442641,0
NR442642,0
NR442643,0
NR442644,0
NR442645,0
NR442646,0
NR442647,0
NR442648,0
NR442649,0
NR443640,0
NR443641,0
NR443642,0
NR443643,0
NR443644,0
NR443645,0
NR443646,0
NR443647,0
NR443648,0
NR443649,0
NR444640,0
NR444641,0
NR444642,0
NR444643,0
NR444644,0
NR444645,0
NR444646,0
NR444647,0
NR444648,0
NR444649,0
NR445640,0
NR445641,0
NR445642,0
NR445643,0
NR445644,0
NR445645,0
NR445646,0
NR445647,0
NR445648,0
NR445649,0
NR446640,0
NR446641,0
NR446642,0
NR446643,0
NR446644,0
NR446645,0
NR446646,0
NR446647,0
NR446648,0
NR446649,0+102
NR447640,0
NR447641,0
NR447642,0
NR447643,0
NR447644,0
NR447645,0
NR447646,0
NR447647,0+102
NR447648,0+102
NR447649,0+102
NR448640,0
NR448641,0
NR448642,0
NR448643,0
NR448644,0
NR448645,0
NR448646,0
NR448647,0+102
NR448648,0+102
NR448649,0+102
NR449640,0
NR449641,0
NR449642,0
NR449643,0
NR449644,0
NR449645,0
NR449646,0
NR449647,0
NR449648,0+102
NR449649,0+102
NR4465,0+102
NR440650,0
NR440651,0
NR440652,0
NR440653,0
NR440654,0
NR440655,0
NR440656,0
NR440657,0
NR440658,0
NR440659,0
NR441650,0
NR441651,0
NR441652,0
NR441653,0
NR441654,0
NR441655,0
NR441656,0
NR441657,0
NR441658,0
NR441659,0
NR442650,0
NR442651,0
NR442652,0
NR442653,0
NR442654,0
NR442655,0
NR442656,0
NR442657,0
NR442658,0
NR442659,0
NR443650,0
NR443651,0
NR443652,0
NR443653,0
NR443654,0
NR443655,0
NR443656,0
NR443657,0
NR443658,0
NR443659,0
NR444650,0
NR444651,0
NR444652,0
NR444653,0
NR444654,0
NR444655,0
NR444656,0
NR444657,0
NR444658,0
NR444659,0
NR445650,0
NR445651,0+102
NR445652,0+102
NR445653,0
NR445654,0
NR445655,0
NR445656,0
NR445657,0
NR445658,0+102
NR445659,0+102
NR446650,0+102
NR446651,0+102
NR446652,0+102
NR446653,0+102
NR446654,0+102
NR446655,0+102
NR446656,0+102
NR446657,0+102
NR446658,0+102
NR446659,102
NR447650,102
NR447651,102
NR447652,102
NR447653,0+102
NR447654,0+102
NR447655,0+102
NR447656,0+102
NR447657,102
NR447658,102
NR447659,102
NR448650,102
NR448651,102
NR448652,0+102
NR448653,0+102
NR448654,0+102
NR448655,102
NR448656,102
NR448657,102
NR448658,102
NR448659,102
NR449650,0+102
NR449651,0+102
NR449652,0+102
NR449653,102
NR449654,102
NR449655,102
NR449656,102
NR449657,102
NR449658,102
NR449659,102
NR4564,0+102
NR450640,0
NR450641,0
NR450642,0
NR450643,0
NR450644,0
NR450645,0
NR450646,0
NR450647,0
NR450648,0+102
NR450649,0+102
NR451640,0
NR451641,0
NR451642,0
NR451643,0
NR451644,0
NR451645,0
NR451646,0
NR451647,0+102
NR451648,0+102
NR451649,0+102
NR452640,0
NR452641,0
NR452642,0
NR452643,0
NR452644,0
NR452645,0
NR452646,0+102
NR452647,0+102
NR452648,102
NR452649,102
NR453640,0
NR453641,0
NR453642,0
NR453643,0
NR453644,0+102
NR453645,0+102
NR453646,0+102
NR453647,102
NR453648,102
NR453649,102
NR454640,0
NR454641,0
NR454642,0
NR454643,0+102
NR454644,0+102
NR454645,102
NR454646,102
NR454647,102
NR454648,102
NR454649,102
NR455640,0
NR455641,0
NR455642,0+102
NR455643,0+102
NR455644,102
NR455645,102
NR455646,102
NR455647,102
NR455648,102
NR455649,102
NR456640,0
NR456641,0+102
NR456642,0+102
NR456643,102
NR456644,102
NR456645,102
NR456646,102
NR456647,102
NR456648,102
NR456649,102
NR457640,0
NR457641,0+102
NR457642,102
NR457643,102
NR457644,102
NR457645,102
NR457646,102
NR457647,102
NR457648,102
NR457649,102
NR458640,0+102
NR458641,0+102
NR458642,102
NR458643,102
NR458644,102
NR458645,102
NR458646,102
NR458647,102
NR458648,102
NR458649,102
NR459640,0+102
NR459641,102
NR459642,102
NR459643,102
NR459644,102
NR459645,102
NR459646,102
NR459647,102
NR459648,102
NR459649,102
NR4565,0+102
NR450650,0+102
NR450651,102
NR450652,102
NR450653,102
NR450654,102
NR450655,102
NR450656,102
NR450657,102
NR450658,102
NR450659,102
NR451650,102
NR451651,102
NR451652,102
NR451653,102
NR451654,102
NR451655,102
NR451656,102
NR451657,102
NR451658,102
NR451659,102
NR452650,102
NR452651,102
NR452652,102
NR452653,102
NR452654,102
NR452655,102
NR452656,102
NR452657,102
NR452658,102
NR452659,102
NR453650,102
NR453651,102
NR453652,102
NR453653,102
NR453654,102
NR453655,102
NR453656,102
NR453657,102
NR453658,102
NR453659,102
NR454650,102
NR454651,102
NR454652,102
NR454653,102
NR454654,102
NR454655,102
NR454656,102
NR454657,102
NR454658,102
NR454659,102
NR455650,102
NR455651,102
NR455652,102
NR455653,102
NR455654,102
NR455655,102
NR455656,102
NR455657,102
NR455658,102
NR455659,102
NR456650,102
NR456651,102
NR456652,102
NR456653,102
NR456654,102
NR456655,102
NR456656,102
NR456657,102
NR456658,102
NR456659,102
NR457650,102
NR457651,102
NR457652,102
NR457653,102
NR457654,102
NR457655,102
NR457656,102
NR457657,102
NR457658,102
NR457659,102
NR458650,102
NR458651,102
NR458652,102
NR458653,102
NR458654,102
NR458655,102
NR458656,102
NR458657,102
NR458658,102
NR458659,102
NR459650,102
NR459651,102
NR459652,102
NR459653,102
NR459654,102
NR459655,102
NR459656,102
NR459657,102
NR459658,102
NR459659,102
NR46N,0+102
NR4466,0+102
NR440660,0
NR440661,0
NR440662,0
NR440663,0
NR440664,0
NR440665,0
NR440666,0
NR440667,0
NR440668,0
NR440669,0
NR441660,0
NR441661,0
NR441662,0
NR441663,0
NR441664,0
NR441665,0
NR441666,0
NR441667,0
NR441668,0
NR441669,0
NR442660,0
NR442661,0
NR442662,0
NR442663,0
NR442664,0
NR442665,0
NR442666,0
NR442667,0
NR442668,0
NR442669,0
NR443660,0
NR443661,0
NR443662,0
NR443663,0
NR443664,0
NR443665,0
NR443666,0
NR443667,0+102
NR443668,0+102
NR443669,0+102
NR444660,0
NR444661,0+102
NR444662,0+102
NR444663,0+102
NR444664,0+102
NR444665,0+102
NR444666,0+102
NR444667,0+102
NR444668,0+102
NR444669,102
NR445660,0+102
NR445661,0+102
NR445662,102
NR445663,102
NR445664,102
NR445665,102
NR445666,102
NR445667,102
NR445668,102
NR445669,102
NR446660,102
NR446661,102
NR446662,102
NR446663,102
NR446664,102
NR446665,102
NR446666,102
NR446667,102
NR446668,102
NR446669,102
NR447660,102
NR447661,102
NR447662,102
NR447663,102
NR447664,102
NR447665,102
NR447666,102
NR447667,102
NR447668,102
NR447669,102
NR448660,102
NR448661,102
NR448662,102
NR448663,102
NR448664,102
NR448665,102
NR448666,102
NR448667,102
NR448668,102
NR448669,102
NR449660,102
NR449661,102
NR449662,102
NR449663,102
NR449664,102
NR449665,102
NR449666,102
NR449667,102
NR449668,102
NR449669,102
NR4467,0+102
NR440670,0
NR440671,0
NR440672,0
NR440673,0
NR440674,0
NR440675,0
NR440676,0
NR440677,0
NR440678,0
NR440679,0
NR441670,0
NR441671,0+102
NR441672,0+102
NR441673,0+102
NR441674,0+102
NR441675,0+102
NR441676,0+102
NR441677,0+102
NR441678,0+102
NR441679,0+102
NR442670,0+102
NR442671,0+102
NR442672,102
NR442673,102
NR442674,102
NR442675,102
NR442676,102
NR442677,102
NR442678,102
NR442679,102
NR443670,0+102
NR443671,102
NR443672,102
NR443673,102
NR443674,102
NR443675,102
NR443676,102
NR443677,102
NR443678,102
NR443679,102
NR444670,102
NR444671,102
NR444672,102
NR444673,102
NR444674,102
NR444675,102
NR444676,102
NR444677,102
NR444678,102
NR444679,102
NR445670,102
NR445671,102
NR445672,102
NR445673,102
NR445674,102
NR445675,102
NR445676,102
NR445677,102
NR445678,102
NR445679,102
NR446670,102
NR446671,102
NR446672,102
NR446673,102
NR446674,102
NR446675,102
NR446676,102
NR446677,102
NR446678,102
NR446679,102
NR447670,102
NR447671,102
NR447672,102
NR447673,102
NR447674,102
NR447675,102
NR447676,102
NR447677,102
NR447678,102
NR447679,102
NR448670,102
NR448671,102
NR448672,102
NR448673,102
NR448674,102
NR448675,102
NR448676,102
NR448677,102
NR448678,102
NR448679,102
NR449670,102
NR449671,102
NR449672,102
NR449673,102
NR449674,102
NR449675,102
NR449676,102
NR449677,102
NR449678,102
NR449679,102
NR4566,102
NR4567,102
NR46P,0+102
NR4468,0+102
NR440680,0
NR440681,0
NR440682,0
NR440683,0
NR440684,0
NR440685,0
NR440686,0
NR440687,0+102
NR440688,0+102
NR440689,0+102
NR441680,0+102
NR441681,0
NR441682,0
NR441683,0
NR441684,0+102
NR441685,0+102
NR441686,0+102
NR441687,0+102
NR441688,102
NR441689,102
NR442680,0+102
NR442681,0+102
NR442682,0+102
NR442683,0+102
NR442684,0+102
NR442685,102
NR442686,102
NR442687,102
NR442688,102
NR442689,102
NR443680,102
NR443681,102
NR443682,102
NR443683,102
NR443684,102
NR443685,102
NR443686,102
NR443687,102
NR443688,102
NR443689,102
NR444680,102
NR444681,102
NR444682,102
NR444683,102
NR444684,102
NR444685,102
NR444686,102
NR444687,102
NR444688,102
NR444689,102
NR445680,102
NR445681,102
NR445682,102
NR445683,102
NR445684,102
NR445685,102
NR445686,102
NR445687,102
NR445688,102
NR445689,102
NR446680,102
NR446681,102
NR446682,102
NR446683,102
NR446684,102
NR446685,102
NR446686,102
NR446687,102
NR446688,102
NR446689,102
NR447680,102
NR447681,102
NR447682,102
NR447683,102
NR447684,102
NR447685,102
NR447686,102
NR447687,102
NR447688,102
NR447689,102
NR448680,102
NR448681,102
NR448682,102
NR448683,102
NR448684,102
NR448685,102
NR448686,102
NR448687,102
NR448688,102
NR448689,102
NR449680,102
NR449681,102
NR449682,102
NR449683,102
NR449684,102
NR449685,102
NR449686,102
NR449687,102
NR449688,102
NR449689,102
NR4469,0+102
NR440690,0+102
NR440691,0+102
NR440692,0+102
NR440693,0+102
NR440694,0+102
NR440695,0
NR440696,0
NR440697,0
NR440698,0
NR440699,0
NR441690,102
NR441691,102
NR441692,102
NR441693,102
NR441694,0+102
NR441695,0+102
NR441696,0+102
NR441697,0+102
NR441698,0+102
NR441699,0+102
NR442690,102
NR442691,102
NR442692,102
NR442693,102
NR442694,102
NR442695,102
NR442696,102
NR442697,102
NR442698,102
NR442699,0+102
NR443690,102
NR443691,102
NR443692,102
NR443693,102
NR443694,102
NR443695,102
NR443696,102
NR443697,102
NR443698,102
NR443699,102
NR444690,102
NR444691,102
NR444692,102
NR444693,102
NR444694,102
NR444695,102
NR444696,102
NR444697,102
NR444698,102
NR444699,102
NR445690,102
NR445691,102
NR445692,102
NR445693,102
NR445694,102
NR445695,102
NR445696,102
NR445697,102
NR445698,102
NR445699,102
NR446690,102
NR446691,102
NR446692,102
NR446693,102
NR446694,102
NR446695,102
NR446696,102
NR446697,102
NR446698,102
NR446699,102
NR447690,102
NR447691,102
NR447692,102
NR447693,102
NR447694,102
NR447695,102
NR447696,102
NR447697,102
NR447698,102
NR447699,102
NR448690,102
NR448691,102
NR448692,102
NR448693,102
NR448694,102
NR448695,102
NR448696,102
NR448697,102
NR448698,102
NR448699,102
NR449690,102
NR449691,102
NR449692,102
NR449693,102
NR449694,102
NR449695,102
NR449696,102
NR449697,102
NR449698,102
NR449699,102
NR4568,102
NR4569,102
NR46Q,0
NR46R,0+102
NR4662,0+102
NR460620,0
NR460621,0
NR460622,0
NR460623,0
NR460624,0
NR460625,0
NR460626,0
NR460627,0
NR460628,0
NR460629,0
NR461620,0
NR461621,0
NR461622,0
NR461623,0
NR461624,0
NR461625,0
NR461626,0
NR461627,0
NR461628,0
NR461629,0
NR462620,0
NR462621,0
NR462622,0
NR462623,0
NR462624,0
NR462625,0
NR462626,0
NR462627,0
NR462628,0
NR462629,0
NR463620,0
NR463621,0
NR463622,0
NR463623,0
NR463624,0
NR463625,0
NR463626,0
NR463627,0
NR463628,0
NR463629,0
NR464620,0
NR464621,0
NR464622,0
NR464623,0
NR464624,0
NR464625,0
NR464626,0
NR464627,0
NR464628,0
NR464629,0
NR465620,0
NR465621,0
NR465622,0
NR465623,0
NR465624,0
NR465625,0
NR465626,0
NR465627,0
NR465628,0
NR465629,0
NR466620,0
NR466621,0
NR466622,0
