NC,0+105+106+107+108+109
NC172142,105
NC172143,105+108
NC172144,105+108
NC172145,108
NC172146,108
NC172147,108
NC172148,108
NC172149,108
NC173140,105
NC173141,105+108
NC173142,105+108
NC173143,105+108
NC173144,108
NC173145,108
NC173146,108
NC173147,108
NC173148,108
NC173149,108
NC174140,105+108
NC174141,105+108
NC174142,108
NC174143,108
NC174144,108
NC174145,108
NC174146,108
NC174147,108
NC174148,108
NC174149,108
NC175140,108
NC175141,108
NC175142,108
NC175143,108
NC175144,108
NC175145,108
NC175146,108
NC175147,108
NC175148,108
NC175149,108
NC176140,108
NC176141,108
NC176142,108
NC176143,108
NC176144,108
NC176145,108
NC176146,108
NC176147,108
NC176148,108
NC176149,108
NC177140,108
NC177141,108
NC177142,108
NC177143,108
NC177144,108
NC177145,108
NC177146,108
NC177147,108
NC177148,108
NC177149,108
NC178140,108
NC178141,108
NC178142,108
NC178143,108
NC178144,108
NC178145,108
NC178146,108
NC178147,108
NC178148,108
NC178149,108
NC179140,108
NC179141,108
NC179142,108
NC179143,108
NC179144,108
NC179145,108
NC179146,108
NC179147,108
NC179148,108
NC179149,108
NC1715,108
NC11T,108
NC11U,108
NC11V,105+108
NC1810,105
NC1811,105
NC1910,105+108
NC190100,105+108
NC190101,105+108
NC190102,105+108
NC190103,105
NC190104,105
NC190105,105
NC190106,105
NC190107,105
NC190108,105
NC190109,105
NC191100,108
NC191101,105+108
NC191102,105+108
NC191103,105
NC191104,105
NC191105,105
NC191106,105
NC191107,105
NC191108,105
NC191109,105
NC192100,108
NC192101,105+108
NC192102,105
NC192103,105
NC192104,105
NC192105,105
NC192106,105
NC192107,105
NC192108,105
NC192109,105
NC193100,108
NC193101,105+108
NC193102,105
NC193103,105
NC193104,105
NC193105,105
NC193106,105
NC193107,105
NC193108,105
NC193109,105
NC194100,108
NC194101,105+108
NC194102,105
NC194103,105
NC194104,105
NC194105,105
NC194106,105
NC194107,105
NC194108,105
NC194109,105
NC195100,108
NC195101,105+108
NC195102,105
NC195103,105
NC195104,105
NC195105,105
NC195106,105
NC195107,105
NC195108,105
NC195109,105
NC196100,108
NC196101,105+108
NC196102,105
NC196103,105
NC196104,105
NC196105,105
NC196106,105
NC196107,105
NC196108,105
NC196109,105
NC197100,108
NC197101,105+108
NC197102,105+108
NC197103,105
NC197104,105
NC197105,105
NC197106,105
NC197107,105
NC197108,105
NC197109,105
NC198100,108
NC198101,108
NC198102,105+108
NC198103,105
NC198104,105
NC198105,105
NC198106,105
NC198107,105
NC198108,105
NC198109,105
NC199100,108
NC199101,108
NC199102,105+108
NC199103,105+108
NC199104,105
NC199105,105
NC199106,105
NC199107,105
NC199108,105
NC199109,105
NC1911,105
NC11W,105+108
NC1812,105+108
NC180120,105
NC180121,105
NC180122,105
NC180123,105
NC180124,105
NC180125,105
NC180126,105
NC180127,105
NC180128,105
NC180129,105
NC181120,105
NC181121,105
NC181122,105
NC181123,105
NC181124,105
NC181125,105
NC181126,105
NC181127,105
NC181128,105
NC181129,105
NC182120,105
NC182121,105
NC182122,105
NC182123,105
NC182124,105
NC182125,105
NC182126,105
NC182127,105
NC182128,105
NC182129,105
NC183120,105
NC183121,105
NC183122,105
NC183123,105
NC183124,105
NC183125,105
NC183126,105
NC183127,105
NC183128,105
NC183129,105
NC184120,105
NC184121,105
NC184122,105
NC184123,105
NC184124,105
NC184125,105
NC184126,105
NC184127,105
NC184128,105
NC184129,105
NC185120,105
NC185121,105
NC185122,105
NC185123,105
NC185124,105
NC185125,105
NC185126,105
NC185127,105
NC185128,105
NC185129,105
NC186120,105
NC186121,105
NC186122,105
NC186123,105
NC186124,105
NC186125,105
NC186126,105
NC186127,105
NC186128,105
NC186129,105
NC187120,105
NC187121,105
NC187122,105
NC187123,105
NC187124,105
NC187125,105
NC187126,105
NC187127,105
NC187128,105
NC187129,105
NC188120,105
NC188121,105
NC188122,105
NC188123,105
NC188124,105
NC188125,105
NC188126,105
NC188127,105
NC188128,105
NC188129,105
NC189120,105
NC189121,105
NC189122,105
NC189123,105
NC189124,105
NC189125,105
NC189126,105
NC189127,105
NC189128,105
NC189129,105+108
NC1813,105+108
NC180130,105
NC180131,105
NC180132,105
NC180133,105
NC180134,105
NC180135,105+108
NC180136,105+108
NC180137,108
NC180138,108
NC180139,108
NC181130,105
NC181131,105
NC181132,105
NC181133,105
NC181134,105+108
NC181135,105+108
NC181136,108
NC181137,108
NC181138,108
NC181139,108
NC182130,105
NC182131,105
NC182132,105
NC182133,105+108
NC182134,105+108
NC182135,108
NC182136,108
NC182137,108
NC182138,108
NC182139,108
NC183130,105
NC183131,105
NC183132,105
NC183133,105+108
NC183134,108
NC183135,108
NC183136,108
NC183137,108
NC183138,108
NC183139,108
NC184130,105
NC184131,105
NC184132,105+108
NC184133,105+108
NC184134,108
NC184135,108
NC184136,108
NC184137,108
NC184138,108
NC184139,108
NC185130,105
NC185131,105
NC185132,105+108
NC185133,108
NC185134,108
NC185135,108
NC185136,108
NC185137,108
NC185138,108
NC185139,108
NC186130,105
NC186131,105
NC186132,105+108
NC186133,108
NC186134,108
NC186135,108
NC186136,108
NC186137,108
NC186138,108
NC186139,108
NC187130,105
NC187131,105+108
NC187132,105+108
NC187133,108
NC187134,108
NC187135,108
NC187136,108
NC187137,108
NC187138,108
NC187139,108
NC188130,105+108
NC188131,105+108
NC188132,108
NC188133,108
NC188134,108
NC188135,108
NC188136,108
NC188137,108
NC188138,108
NC188139,108
NC189130,105+108
NC189131,108
NC189132,108
NC189133,108
NC189134,108
NC189135,108
NC189136,108
NC189137,108
NC189138,108
NC189139,108
NC1912,105+108
NC190120,105
NC190121,105
NC190122,105
NC190123,105
NC190124,105
NC190125,105
NC190126,105
NC190127,105
NC190128,105
NC190129,105+108
NC191120,105
NC191121,105
NC191122,105
NC191123,105
NC191124,105
NC191125,105
NC191126,105
NC191127,105
NC191128,105
NC191129,105+108
NC192120,105
NC192121,105
NC192122,105
NC192123,105
NC192124,105
NC192125,105
NC192126,105
NC192127,105
NC192128,105+108
NC192129,105+108
NC193120,105
NC193121,105
NC193122,105
NC193123,105
NC193124,105
NC193125,105
NC193126,105
NC193127,105
NC193128,105+108
NC193129,108
NC194120,105
NC194121,105
NC194122,105
NC194123,105
NC194124,105
NC194125,105
NC194126,105
NC194127,105
NC194128,105+108
NC194129,108
NC195120,105
NC195121,105
NC195122,105
NC195123,105
NC195124,105
NC195125,105
NC195126,105
NC195127,105+108
NC195128,105+108
NC195129,108
NC196120,105
NC196121,105
NC196122,105
NC196123,105
NC196124,105
NC196125,105
NC196126,105+108
NC196127,105+108
NC196128,108
NC196129,108
NC197120,105
NC197121,105
NC197122,105
NC197123,105
NC197124,105
NC197125,105+108
NC197126,105+108
NC197127,108
NC197128,108
NC197129,108
NC198120,105
NC198121,105
NC198122,105
NC198123,105
NC198124,105
NC198125,105+108
NC198126,108
NC198127,108
NC198128,108
NC198129,108
NC199120,105
NC199121,105
NC199122,105
NC199123,105
NC199124,105+108
NC199125,105+108
NC199126,108
NC199127,108
NC199128,108
NC199129,108
NC1913,108
NC11X,108
NC11Y,108
NC11Z,108
NC12,108
NC13,0+108
NC13SW,0+108
NC13NW,0+108
NC13SE,0+108
NC13NE,0+108
NC13A,108
NC13B,0+108
NC1032,108
NC1033,0+108
NC100330,108
NC100331,108
NC100332,108
NC100333,108
NC100334,108
NC100335,0+108
NC100336,0+108
NC100337,0+108
NC100338,0+108
NC100339,0+108
NC101330,108
NC101331,108
NC101332,108
NC101333,108
NC101334,108
NC101335,108
NC101336,108
NC101337,108
NC101338,108
NC101339,0+108
NC102330,108
NC102331,108
NC102332,108
NC102333,108
NC102334,108
NC102335,108
NC102336,108
NC102337,108
NC102338,108
NC102339,0+108
NC103330,108
NC103331,108
NC103332,108
NC103333,108
NC103334,108
NC103335,108
NC103336,108
NC103337,108
NC103338,108
NC103339,0+108
NC104330,108
NC104331,108
NC104332,108
NC104333,108
NC104334,108
NC104335,108
NC104336,108
NC104337,108
NC104338,108
NC104339,0+108
NC105330,108
NC105331,108
NC105332,108
NC105333,108
NC105334,108
NC105335,0+108
NC105336,0+108
NC105337,108
NC105338,0+108
NC105339,0+108
NC106330,108
NC106331,108
NC106332,108
NC106333,108
NC106334,108
NC106335,0+108
NC106336,0+108
NC106337,0+108
NC106338,0+108
NC106339,0
NC107330,108
NC107331,108
NC107332,108
NC107333,108
NC107334,108
NC107335,0+108
NC107336,0+108
NC107337,0+108
NC107338,0
NC107339,0+108
NC108330,108
NC108331,108
NC108332,108
NC108333,108
NC108334,108
NC108335,108
NC108336,108
NC108337,0+108
NC108338,0+108
NC108339,0+108
NC109330,108
NC109331,108
NC109332,108
NC109333,108
NC109334,108
NC109335,108
NC109336,108
NC109337,108
NC109338,108
NC109339,108
NC1132,108
NC1133,0+108
NC110330,108
NC110331,108
NC110332,108
NC110333,108
NC110334,108
NC110335,108
NC110336,108
NC110337,108
NC110338,108
NC110339,108
NC111330,108
NC111331,108
NC111332,108
NC111333,108
NC111334,108
NC111335,108
NC111336,108
NC111337,108
NC111338,108
NC111339,108
NC112330,108
NC112331,108
NC112332,108
NC112333,108
NC112334,108
NC112335,108
NC112336,108
NC112337,108
NC112338,108
NC112339,108
NC113330,108
NC113331,108
NC113332,108
NC113333,108
NC113334,108
NC113335,108
NC113336,108
NC113337,108
NC113338,108
NC113339,108
NC114330,108
NC114331,108
NC114332,108
NC114333,108
NC114334,108
NC114335,108
NC114336,108
NC114337,108
NC114338,108
NC114339,0+108
NC115330,108
NC115331,108
NC115332,108
NC115333,108
NC115334,0+108
NC115335,0+108
NC115336,0+108
NC115337,108
NC115338,108
NC115339,0+108
NC116330,108
NC116331,108
NC116332,108
NC116333,0+108
NC116334,0+108
NC116335,0+108
NC116336,0+108
NC116337,0+108
NC116338,0+108
NC116339,0+108
NC117330,108
NC117331,108
NC117332,108
NC117333,0+108
NC117334,0+108
NC117335,0
NC117336,0
NC117337,0
NC117338,0
NC117339,0
NC118330,108
NC118331,108
NC118332,108
NC118333,108
NC118334,0+108
NC118335,0
NC118336,0
NC118337,0+108
NC118338,0+108
NC118339,0
NC119330,108
NC119331,108
NC119332,0+108
NC119333,0+108
NC119334,0+108
NC119335,0
NC119336,0+108
NC119337,0+108
NC119338,0+108
NC119339,0
NC13C,0+108
NC1034,0+108
NC100340,0+108
NC100341,0+108
NC100342,0+108
NC100343,0+108
NC100344,0+108
NC100345,0+108
NC100346,0+108
NC100347,0+108
NC100348,0+108
NC100349,0+108
NC101340,0+108
NC101341,108
NC101342,0+108
NC101343,0
NC101344,0
NC101345,0
NC101346,0
NC101347,0
NC101348,0
NC101349,0
NC102340,0+108
NC102341,0+108
NC102342,0+108
NC102343,0
NC102344,0
NC102345,0
NC102346,0
NC102347,0
NC102348,0
NC102349,0
NC103340,0+108
NC103341,0+108
NC103342,0
NC103343,0
NC103344,0
NC103345,0
NC103346,0
NC103347,0
NC103348,0
NC103349,0
NC104340,0+108
NC104341,0+108
NC104342,0+108
NC104343,0+108
NC104344,0+108
NC104345,0
NC104346,0
NC104347,0
NC104348,0
NC104349,0
NC105340,0+108
NC105341,108
NC105342,0+108
NC105343,0+108
NC105344,0+108
NC105345,0+108
NC105346,0
NC105347,0
NC105348,0
NC105349,0
NC106340,0+108
NC106341,108
NC106342,108
NC106343,0+108
NC106344,0+108
NC106345,0+108
NC106346,0
NC106347,0
NC106348,0
NC106349,0
NC107340,0+108
NC107341,108
NC107342,0+108
NC107343,0+108
NC107344,0+108
NC107345,0+108
NC107346,0
NC107347,0
NC107348,0
NC107349,0
NC108340,108
NC108341,0+108
NC108342,0+108
NC108343,0
NC108344,0+108
NC108345,0+108
NC108346,0
NC108347,0
NC108348,0
NC108349,0
NC109340,108
NC109341,108
NC109342,0+108
NC109343,0
NC109344,0
NC109345,0
NC109346,0
NC109347,0
NC109348,0
NC109349,0
NC1035,0
NC1134,0+108
NC110340,108
NC110341,0+108
NC110342,0+108
NC110343,0
NC110344,0
NC110345,0
NC110346,0
NC110347,0
NC110348,0
NC110349,0
NC111340,108
NC111341,0+108
NC111342,0+108
NC111343,0
NC111344,0
NC111345,0
NC111346,0
NC111347,0
NC111348,0
NC111349,0
NC112340,108
NC112341,108
NC112342,0+108
NC112343,0
NC112344,0
NC112345,0
NC112346,0
NC112347,0
NC112348,0
NC112349,0
NC113340,108
NC113341,0+108
NC113342,0+108
NC113343,0
NC113344,0
NC113345,0
NC113346,0
NC113347,0
NC113348,0
NC113349,0
NC114340,0+108
NC114341,0+108
NC114342,0
NC114343,0
NC114344,0
NC114345,0
NC114346,0
NC114347,0
NC114348,0
NC114349,0
NC115340,0+108
NC115341,0
NC115342,0
NC115343,0
NC115344,0
NC115345,0
NC115346,0
NC115347,0
NC115348,0
NC115349,0
NC116340,0
NC116341,0
NC116342,0
NC116343,0
NC116344,0
NC116345,0
NC116346,0
NC116347,0
NC116348,0
NC116349,0
NC117340,0
NC117341,0
NC117342,0
NC117343,0
NC117344,0
NC117345,0
NC117346,0
NC117347,0
NC117348,0
NC117349,0
NC118340,0
NC118341,0
NC118342,0
NC118343,0
NC118344,0
NC118345,0
NC118346,0
NC118347,0
NC118348,0
NC118349,0
NC119340,0
NC119341,0
NC119342,0
NC119343,0
NC119344,0
NC119345,0
NC119346,0
NC119347,0
NC119348,0
NC119349,0
NC1135,0
NC13D,0+108
NC1036,0
NC1037,0
NC1136,0
NC1137,0+108
NC110370,0
NC110371,0
NC110372,0
NC110373,0
NC110374,0
NC110375,0
NC110376,0
NC110377,0
NC110378,0
NC110379,0
NC111370,0
NC111371,0
NC111372,0
NC111373,0
NC111374,0
NC111375,0
NC111376,0
NC111377,0
NC111378,0
NC111379,0
NC112370,0
NC112371,0
NC112372,0
NC112373,0
NC112374,0
NC112375,0
NC112376,0
NC112377,0
NC112378,0
NC112379,0
NC113370,0
NC113371,0
NC113372,0
NC113373,0
NC113374,0
NC113375,0
NC113376,0
NC113377,0
NC113378,0
NC113379,0
NC114370,0
NC114371,0
NC114372,0
NC114373,0
NC114374,0
NC114375,0
NC114376,0
NC114377,0
NC114378,0
NC114379,0
NC115370,0
NC115371,0
NC115372,0
NC115373,0
NC115374,0
NC115375,0
NC115376,0
NC115377,0
NC115378,0
NC115379,0
NC116370,0
NC116371,0
NC116372,0
NC116373,0
NC116374,0
NC116375,0
NC116376,0
NC116377,0
NC116378,0
NC116379,0
NC117370,0
NC117371,0
NC117372,0
NC117373,0
NC117374,0
NC117375,0
NC117376,0
NC117377,0
NC117378,0
NC117379,0
NC118370,0
NC118371,0
NC118372,0
NC118373,0
NC118374,0
NC118375,0
NC118376,0+108
NC118377,0+108
NC118378,0+108
NC118379,0
NC119370,0
NC119371,0
NC119372,0
NC119373,0
NC119374,0
NC119375,0
NC119376,0+108
NC119377,0+108
NC119378,0+108
NC119379,0+108
NC13E,0+108
NC1038,0
NC1039,0
NC1138,0+108
NC110380,0
NC110381,0
NC110382,0
NC110383,0
NC110384,0
NC110385,0
NC110386,0
NC110387,0
NC110388,0
NC110389,0
NC111380,0
NC111381,0
NC111382,0
NC111383,0
NC111384,0
NC111385,0
NC111386,0
NC111387,0
NC111388,0
NC111389,0
NC112380,0
NC112381,0
NC112382,0
NC112383,0
NC112384,0
NC112385,0
NC112386,0
NC112387,0
NC112388,0
NC112389,0
NC113380,0
NC113381,0
NC113382,0
NC113383,0
NC113384,0
NC113385,0
NC113386,0
NC113387,0
NC113388,0
NC113389,0
NC114380,0
NC114381,0
NC114382,0
NC114383,0
NC114384,0
NC114385,0
NC114386,0
NC114387,0
NC114388,0
NC114389,0
NC115380,0
NC115381,0
NC115382,0
NC115383,0
NC115384,0
NC115385,0
NC115386,0
NC115387,0
NC115388,0
NC115389,0
NC116380,0
NC116381,0
NC116382,0
NC116383,0
NC116384,0
NC116385,0
NC116386,0
NC116387,0
NC116388,0
NC116389,0
NC117380,0
NC117381,0
NC117382,0
NC117383,0
NC117384,0
NC117385,0
NC117386,0
NC117387,0
NC117388,0
NC117389,0
NC118380,0
NC118381,0
NC118382,0
NC118383,0
NC118384,0
NC118385,0
NC118386,0
NC118387,0
NC118388,0
NC118389,0
NC119380,0+108
NC119381,0
NC119382,0
NC119383,0
NC119384,0
NC119385,0
NC119386,0
NC119387,0
NC119388,0
NC119389,0
NC1139,0
NC13F,0+108
NC1230,108
NC1231,108
NC1330,108
NC1331,0+108
NC130310,108
NC130311,108
NC130312,108
NC130313,108
NC130314,108
NC130315,108
NC130316,108
NC130317,108
NC130318,108
NC130319,108
NC131310,108
NC131311,108
NC131312,108
NC131313,108
NC131314,108
NC131315,108
NC131316,108
NC131317,108
NC131318,108
NC131319,108
NC132310,108
NC132311,108
NC132312,108
NC132313,108
NC132314,108
NC132315,108
NC132316,108
NC132317,108
NC132318,108
NC132319,108
NC133310,108
NC133311,108
NC133312,108
NC133313,108
NC133314,108
NC133315,108
NC133316,108
NC133317,108
NC133318,108
NC133319,108
NC134310,108
NC134311,108
NC134312,108
NC134313,108
NC134314,108
NC134315,108
NC134316,108
NC134317,108
NC134318,108
NC134319,108
NC135310,108
NC135311,108
NC135312,108
NC135313,108
NC135314,108
NC135315,108
NC135316,108
NC135317,108
NC135318,108
NC135319,108
NC136310,108
NC136311,108
NC136312,108
NC136313,108
NC136314,108
NC136315,108
NC136316,108
NC136317,108
NC136318,108
NC136319,108
NC137310,108
NC137311,108
NC137312,108
NC137313,108
NC137314,108
NC137315,108
NC137316,108
NC137317,108
NC137318,108
NC137319,108
NC138310,108
NC138311,108
NC138312,108
NC138313,108
NC138314,108
NC138315,108
NC138316,108
NC138317,108
NC138318,108
NC138319,108
NC139310,108
NC139311,108
NC139312,108
NC139313,108
NC139314,108
NC139315,108
NC139316,108
NC139317,108
NC139318,0+108
NC139319,0+108
NC13G,0+108
NC1232,108
NC1233,0+108
NC120330,108
NC120331,0+108
NC120332,0+108
NC120333,0
NC120334,0
NC120335,0
NC120336,0+108
NC120337,0+108
NC120338,0+108
NC120339,0+108
NC121330,108
NC121331,0+108
NC121332,0+108
NC121333,0+108
NC121334,0+108
NC121335,0+108
NC121336,0+108
NC121337,0+108
NC121338,108
NC121339,0+108
NC122330,108
NC122331,108
NC122332,0+108
NC122333,0+108
NC122334,0+108
NC122335,0+108
NC122336,0+108
NC122337,0+108
NC122338,0+108
NC122339,0+108
NC123330,108
NC123331,108
NC123332,108
NC123333,0+108
NC123334,0+108
NC123335,108
NC123336,0+108
NC123337,0+108
NC123338,0+108
NC123339,0
NC124330,108
NC124331,108
NC124332,108
NC124333,0+108
NC124334,0+108
NC124335,0+108
NC124336,0+108
NC124337,0+108
NC124338,0+108
NC124339,0
NC125330,108
NC125331,108
NC125332,108
NC125333,0+108
NC125334,0+108
NC125335,0
NC125336,0+108
NC125337,0+108
NC125338,0
NC125339,0
NC126330,108
NC126331,108
NC126332,108
NC126333,0+108
NC126334,0+108
NC126335,0
NC126336,0
NC126337,0
NC126338,0
NC126339,0
NC127330,108
NC127331,108
NC127332,108
NC127333,0+108
NC127334,0+108
NC127335,0
NC127336,0
NC127337,0
NC127338,0
NC127339,0
NC128330,108
NC128331,108
NC128332,108
NC128333,108
NC128334,0+108
NC128335,0
NC128336,0
NC128337,0
NC128338,0
NC128339,0
NC129330,108
NC129331,108
NC129332,108
NC129333,0+108
NC129334,0+108
NC129335,0+108
NC129336,0
NC129337,0
NC129338,0
NC129339,0
NC1332,0+108
NC130320,108
NC130321,108
NC130322,108
NC130323,108
NC130324,108
NC130325,108
NC130326,108
NC130327,108
NC130328,108
NC130329,108
NC131320,108
NC131321,108
NC131322,108
NC131323,108
NC131324,108
NC131325,108
NC131326,108
NC131327,108
NC131328,108
NC131329,108
NC132320,108
NC132321,108
NC132322,108
NC132323,108
NC132324,108
NC132325,108
NC132326,108
NC132327,108
NC132328,108
NC132329,108
NC133320,108
NC133321,108
NC133322,108
NC133323,108
NC133324,108
NC133325,108
NC133326,108
NC133327,108
NC133328,108
NC133329,108
NC134320,108
NC134321,108
NC134322,108
NC134323,108
NC134324,108
NC134325,108
NC134326,108
NC134327,108
NC134328,108
NC134329,108
NC135320,108
NC135321,108
NC135322,108
NC135323,108
NC135324,108
NC135325,108
NC135326,108
NC135327,108
NC135328,108
NC135329,108
NC136320,108
NC136321,108
NC136322,108
NC136323,108
NC136324,0+108
NC136325,0+108
NC136326,0+108
NC136327,0+108
NC136328,108
NC136329,0+108
NC137320,108
NC137321,0+108
NC137322,0+108
NC137323,0+108
NC137324,0+108
NC137325,0+108
NC137326,0+108
NC137327,0+108
NC137328,0+108
NC137329,0+108
NC138320,0+108
NC138321,0+108
NC138322,0
NC138323,0+108
NC138324,0+108
NC138325,0+108
NC138326,0
NC138327,0
NC138328,0
NC138329,0
NC139320,0+108
NC139321,0
NC139322,0
NC139323,0+108
NC139324,108
NC139325,0+108
NC139326,0+108
NC139327,0
NC139328,0
NC139329,0+108
NC1333,0+108
NC130330,108
NC130331,108
NC130332,108
NC130333,108
NC130334,108
NC130335,0+108
NC130336,0+108
NC130337,0
NC130338,0
NC130339,0
NC131330,108
NC131331,108
NC131332,108
NC131333,108
NC131334,108
NC131335,108
NC131336,0+108
NC131337,0+108
NC131338,0
NC131339,0
NC132330,108
NC132331,108
NC132332,108
NC132333,108
NC132334,108
NC132335,108
NC132336,108
NC132337,0+108
NC132338,0
NC132339,0
NC133330,108
NC133331,108
NC133332,108
NC133333,108
NC133334,108
NC133335,108
NC133336,0+108
NC133337,0+108
NC133338,0
NC133339,0
NC134330,108
NC134331,0+108
NC134332,0+108
NC134333,0+108
NC134334,0+108
NC134335,0+108
NC134336,0+108
NC134337,0
NC134338,0
NC134339,0
NC135330,108
NC135331,0+108
NC135332,0+108
NC135333,0+108
NC135334,0+108
NC135335,0+108
NC135336,0
NC135337,0
NC135338,0
NC135339,0
NC136330,0+108
NC136331,0+108
NC136332,0
NC136333,0
NC136334,0
NC136335,0
NC136336,0
NC136337,0
NC136338,0
NC136339,0
NC137330,0+108
NC137331,0
NC137332,0
NC137333,0
NC137334,0
NC137335,0
NC137336,0
NC137337,0
NC137338,0
NC137339,0
NC138330,0
NC138331,0+108
NC138332,0+108
NC138333,0
NC138334,0
NC138335,0
NC138336,0
NC138337,0
NC138338,0
NC138339,0
NC139330,0+108
NC139331,0+108
NC139332,0+108
NC139333,0+108
NC139334,0+108
NC139335,0+108
NC139336,0+108
NC139337,0
NC139338,0
NC139339,0
NC13H,0
NC13I,0+108
NC1236,0
NC1237,0+108
NC120370,0
NC120371,0
NC120372,0
NC120373,0
NC120374,0
NC120375,0
NC120376,0+108
NC120377,108
NC120378,108
NC120379,108
NC121370,0
NC121371,0
NC121372,0
NC121373,0
NC121374,0
NC121375,0
NC121376,0+108
NC121377,0+108
NC121378,0+108
NC121379,108
NC122370,0
NC122371,0
NC122372,0
NC122373,0
NC122374,0
NC122375,0
NC122376,0
NC122377,0+108
NC122378,0+108
NC122379,108
NC123370,0
NC123371,0
NC123372,0
NC123373,0+108
NC123374,0+108
NC123375,0+108
NC123376,0
NC123377,0
NC123378,0+108
NC123379,0+108
NC124370,0
NC124371,0
NC124372,0
NC124373,0+108
NC124374,108
NC124375,0+108
NC124376,0+108
NC124377,0
NC124378,0
NC124379,0
NC125370,0
NC125371,0
NC125372,0
NC125373,0+108
NC125374,0+108
NC125375,108
NC125376,0+108
NC125377,0
NC125378,0
NC125379,0
NC126370,0
NC126371,0
NC126372,0
NC126373,0+108
NC126374,0+108
NC126375,0+108
NC126376,0+108
NC126377,0
NC126378,0
NC126379,0
NC127370,0
NC127371,0
NC127372,0
NC127373,0
NC127374,0
NC127375,0+108
NC127376,0+108
NC127377,0+108
NC127378,0
NC127379,0
NC128370,0
NC128371,0
NC128372,0
NC128373,0
NC128374,0
NC128375,0
NC128376,0+108
NC128377,0+108
NC128378,0
NC128379,0
NC129370,0
NC129371,0
NC129372,0
NC129373,0
NC129374,0
NC129375,0
NC129376,0
NC129377,0
NC129378,0
NC129379,0
NC1336,0
NC1337,0
NC13J,0+108
NC1238,0+108
NC120380,0+108
NC120381,0
NC120382,0
NC120383,0
NC120384,0
NC120385,0
NC120386,0
NC120387,0
NC120388,0
NC120389,0
NC121380,0+108
NC121381,0
NC121382,0
NC121383,0
NC121384,0
NC121385,0
NC121386,0
NC121387,0
NC121388,0
NC121389,0
NC122380,0+108
NC122381,0
NC122382,0
NC122383,0
NC122384,0
NC122385,0
NC122386,0
NC122387,0
NC122388,0
NC122389,0
NC123380,0+108
NC123381,0
NC123382,0
NC123383,0
NC123384,0
NC123385,0
NC123386,0
NC123387,0
NC123388,0
NC123389,0
NC124380,0
NC124381,0
NC124382,0
NC124383,0
NC124384,0
NC124385,0
NC124386,0
NC124387,0
NC124388,0
NC124389,0
NC125380,0
NC125381,0
NC125382,0
NC125383,0
NC125384,0
NC125385,0
NC125386,0
NC125387,0
NC125388,0
NC125389,0
NC126380,0
NC126381,0
NC126382,0
NC126383,0
NC126384,0
NC126385,0
NC126386,0
NC126387,0
NC126388,0
NC126389,0
NC127380,0
NC127381,0
NC127382,0
NC127383,0
NC127384,0
NC127385,0
NC127386,0
NC127387,0
NC127388,0
NC127389,0
NC128380,0
NC128381,0
NC128382,0
NC128383,0
NC128384,0
NC128385,0
NC128386,0
NC128387,0
NC128388,0
NC128389,0
NC129380,0
NC129381,0
NC129382,0
NC129383,0
NC129384,0
NC129385,0
NC129386,0
NC129387,0
NC129388,0
NC129389,0
NC1239,0+108
NC120390,0
NC120391,0
NC120392,0
NC120393,0
NC120394,0
NC120395,0
NC120396,0
NC120397,0
NC120398,0
NC120399,0
NC121390,0
NC121391,0
NC121392,0
NC121393,0
NC121394,0
NC121395,0
NC121396,0
NC121397,0
NC121398,0
NC121399,0
NC122390,0
NC122391,0
NC122392,0
NC122393,0
NC122394,0
NC122395,0
NC122396,0
NC122397,0
NC122398,0
NC122399,0
NC123390,0
NC123391,0
NC123392,0
NC123393,0
NC123394,0
NC123395,0
NC123396,0
NC123397,0
NC123398,0
NC123399,0
NC124390,0
NC124391,0
NC124392,0
NC124393,0
NC124394,0
NC124395,0
NC124396,0
NC124397,0
NC124398,0
NC124399,0
NC125390,0
NC125391,0
NC125392,0
NC125393,0
NC125394,0
NC125395,0
NC125396,0
NC125397,0
NC125398,0
NC125399,0
NC126390,0
NC126391,0
NC126392,0
NC126393,0
NC126394,0
NC126395,0
NC126396,0
NC126397,0
NC126398,0
NC126399,0
NC127390,0
NC127391,0
NC127392,0
NC127393,0
NC127394,0
NC127395,0
NC127396,0
NC127397,0
NC127398,0
NC127399,0
NC128390,0
NC128391,0
NC128392,0
NC128393,0
NC128394,0
NC128395,0
NC128396,0
NC128397,0
NC128398,0
NC128399,0
NC129390,0
NC129391,0
NC129392,0
NC129393,0
NC129394,0
NC129395,0
NC129396,0+108
NC129397,0
NC129398,0
NC129399,0
NC1338,0
NC1339,0+108
NC130390,0
NC130391,0
NC130392,0
NC130393,0
NC130394,0
NC130395,0+108
NC130396,0+108
NC130397,0+108
NC130398,0
NC130399,0
NC131390,0
NC131391,0
NC131392,0
NC131393,0
NC131394,0+108
NC131395,0+108
NC131396,108
NC131397,0+108
NC131398,0
NC131399,0
NC132390,0
NC132391,0
NC132392,0
NC132393,0
NC132394,0
NC132395,0+108
NC132396,0+108
NC132397,0+108
NC132398,0+108
NC132399,0
NC133390,0
NC133391,0
NC133392,0
NC133393,0
NC133394,0
NC133395,0+108
NC133396,0+108
NC133397,0+108
NC133398,0+108
NC133399,0
NC134390,0
NC134391,0
NC134392,0
NC134393,0
NC134394,0
NC134395,0
NC134396,0
NC134397,0+108
NC134398,0
NC134399,0
NC135390,0
NC135391,0
NC135392,0
NC135393,0
NC135394,0
NC135395,0
NC135396,0
NC135397,0
